"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2020年06月22日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102","","A1301","","A130101","","A130102","","A1302","","A130201","","A130202","","A1303","","A130301","","A130302",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈","A1301_15歳未満人口【人】","注釈","A130101_15歳未満人口（男）【人】","注釈","A130102_15歳未満人口（女）【人】","注釈","A1302_15～64歳人口【人】","注釈","A130201_15～64歳人口（男）【人】","注釈","A130202_15～64歳人口（女）【人】","注釈","A1303_65歳以上人口【人】","注釈","A130301_65歳以上人口（男）【人】","注釈","A130302_65歳以上人口（女）【人】","注釈"
"2015100000","2015年度","01571","北海道 豊浦町","","4,291","","2,000","","2,291","","442","","219","","223","","2,315","","1,141","","1,174","","1,534","","640","","894",""
"2015100000","2015年度","01575","北海道 壮瞥町","","2,922","","1,370","","1,552","","282","","152","","130","","1,402","","714","","688","","1,238","","504","","734",""
"2015100000","2015年度","01578","北海道 白老町","","17,740","","8,489","","9,251","","1,475","","758","","717","","8,978","","4,544","","4,434","","7,204","","3,131","","4,073",""
"2015100000","2015年度","01581","北海道 厚真町","","4,838","","2,482","","2,356","","532","","278","","254","","2,592","","1,449","","1,143","","1,714","","755","","959",""
"2015100000","2015年度","01584","北海道 洞爺湖町","","9,299","","4,280","","5,019","","823","","431","","392","","4,697","","2,254","","2,443","","3,738","","1,570","","2,168",""
"2015100000","2015年度","01585","北海道 安平町","","8,148","","4,049","","4,099","","887","","445","","442","","4,429","","2,380","","2,049","","2,814","","1,209","","1,605",""
"2015100000","2015年度","01586","北海道 むかわ町","","8,596","","4,211","","4,385","","845","","435","","410","","4,609","","2,463","","2,146","","3,141","","1,312","","1,829",""
"2015100000","2015年度","01601","北海道 日高町","","12,378","","6,174","","6,204","","1,456","","738","","718","","6,961","","3,721","","3,240","","3,961","","1,715","","2,246",""
"2015100000","2015年度","01602","北海道 平取町","","5,315","","2,630","","2,685","","662","","335","","327","","2,949","","1,567","","1,382","","1,704","","728","","976",""
"2015100000","2015年度","01604","北海道 新冠町","","5,592","","2,717","","2,875","","733","","361","","372","","3,115","","1,629","","1,486","","1,708","","698","","1,010",""
"2015100000","2015年度","01607","北海道 浦河町","","13,075","","6,368","","6,707","","1,509","","802","","707","","7,670","","3,955","","3,715","","3,895","","1,610","","2,285",""
"2015100000","2015年度","01608","北海道 様似町","","4,518","","2,139","","2,379","","449","","232","","217","","2,432","","1,222","","1,210","","1,635","","683","","952",""
"2015100000","2015年度","01609","北海道 えりも町","","4,906","","2,449","","2,457","","687","","357","","330","","2,852","","1,505","","1,347","","1,367","","587","","780",""
"2015100000","2015年度","01610","北海道 新ひだか町","","23,231","","11,188","","12,043","","2,798","","1,445","","1,353","","12,991","","6,613","","6,378","","7,427","","3,121","","4,306",""
"2015100000","2015年度","01631","北海道 音更町","","44,807","","21,080","","23,727","","6,645","","3,380","","3,265","","26,252","","12,586","","13,666","","11,866","","5,093","","6,773",""
"2015100000","2015年度","01632","北海道 士幌町","","6,132","","2,939","","3,193","","844","","422","","422","","3,494","","1,780","","1,714","","1,794","","737","","1,057",""
"2015100000","2015年度","01633","北海道 上士幌町","","4,765","","2,300","","2,465","","543","","277","","266","","2,543","","1,302","","1,241","","1,676","","719","","957",""
"2015100000","2015年度","01634","北海道 鹿追町","","5,542","","2,718","","2,824","","808","","406","","402","","3,167","","1,631","","1,536","","1,567","","681","","886",""
"2015100000","2015年度","01635","北海道 新得町","","6,288","","3,123","","3,165","","661","","354","","307","","3,441","","1,809","","1,632","","2,183","","957","","1,226",""
"2015100000","2015年度","01636","北海道 清水町","","9,599","","4,683","","4,916","","1,095","","571","","524","","5,167","","2,659","","2,508","","3,330","","1,448","","1,882",""
"2015100000","2015年度","01637","北海道 芽室町","","18,484","","8,773","","9,711","","2,815","","1,412","","1,403","","10,600","","5,167","","5,433","","5,042","","2,175","","2,867",""
"2015100000","2015年度","01638","北海道 中札内村","","3,966","","1,932","","2,034","","519","","250","","269","","2,359","","1,230","","1,129","","1,087","","451","","636",""
"2015100000","2015年度","01639","北海道 更別村","","3,185","","1,567","","1,618","","431","","230","","201","","1,831","","959","","872","","923","","378","","545",""
"2015100000","2015年度","01641","北海道 大樹町","","5,738","","2,810","","2,928","","702","","355","","347","","3,092","","1,613","","1,479","","1,943","","842","","1,101",""
"2015100000","2015年度","01642","北海道 広尾町","","7,030","","3,357","","3,673","","757","","370","","387","","3,822","","1,971","","1,851","","2,451","","1,016","","1,435",""
"2015100000","2015年度","01643","北海道 幕別町","","26,760","","12,627","","14,133","","3,542","","1,792","","1,750","","15,173","","7,286","","7,887","","8,025","","3,536","","4,489",""
"2015100000","2015年度","01644","北海道 池田町","","6,882","","3,253","","3,629","","622","","317","","305","","3,437","","1,710","","1,727","","2,751","","1,185","","1,566",""
"2015100000","2015年度","01645","北海道 豊頃町","","3,182","","1,523","","1,659","","317","","169","","148","","1,659","","839","","820","","1,206","","515","","691",""
"2015100000","2015年度","01646","北海道 本別町","","7,358","","3,615","","3,743","","734","","379","","355","","3,821","","2,030","","1,791","","2,802","","1,206","","1,596",""
"2015100000","2015年度","01647","北海道 足寄町","","6,990","","3,380","","3,610","","807","","425","","382","","3,533","","1,824","","1,709","","2,648","","1,129","","1,519",""
"2015100000","2015年度","01648","北海道 陸別町","","2,482","","1,253","","1,229","","247","","122","","125","","1,311","","740","","571","","923","","390","","533",""
"2015100000","2015年度","01649","北海道 浦幌町","","4,919","","2,361","","2,558","","524","","261","","263","","2,532","","1,313","","1,219","","1,861","","785","","1,076",""
"2015100000","2015年度","01661","北海道 釧路町","","19,833","","9,373","","10,460","","2,438","","1,255","","1,183","","12,442","","6,027","","6,415","","4,953","","2,091","","2,862",""
"2015100000","2015年度","01662","北海道 厚岸町","","9,778","","4,628","","5,150","","1,102","","567","","535","","5,564","","2,774","","2,790","","3,105","","1,280","","1,825",""
"2015100000","2015年度","01663","北海道 浜中町","","6,061","","2,954","","3,107","","804","","387","","417","","3,516","","1,811","","1,705","","1,741","","756","","985",""
"2015100000","2015年度","01664","北海道 標茶町","","7,742","","3,717","","4,025","","991","","480","","511","","4,313","","2,189","","2,124","","2,436","","1,046","","1,390",""
"2015100000","2015年度","01665","北海道 弟子屈町","","7,758","","3,679","","4,079","","807","","410","","397","","4,113","","2,067","","2,046","","2,838","","1,202","","1,636",""
"2015100000","2015年度","01667","北海道 鶴居村","","2,534","","1,234","","1,300","","325","","168","","157","","1,381","","718","","663","","809","","338","","471",""
"2015100000","2015年度","01668","北海道 白糠町","","8,068","","3,752","","4,316","","757","","392","","365","","4,329","","2,109","","2,220","","2,981","","1,250","","1,731",""
"2015100000","2015年度","01691","北海道 別海町","","15,273","","7,687","","7,586","","2,338","","1,191","","1,147","","9,177","","4,843","","4,334","","3,746","","1,646","","2,100",""
"2015100000","2015年度","01692","北海道 中標津町","","23,774","","11,628","","12,146","","3,563","","1,802","","1,761","","14,625","","7,330","","7,295","","5,491","","2,439","","3,052",""
"2015100000","2015年度","01693","北海道 標津町","","5,242","","2,565","","2,677","","676","","325","","351","","3,064","","1,593","","1,471","","1,498","","643","","855",""
"2015100000","2015年度","01694","北海道 羅臼町","","5,415","","2,697","","2,718","","648","","335","","313","","3,334","","1,761","","1,573","","1,433","","601","","832",""
"2015100000","2015年度","02201","青森県 青森市","","287,648","","133,560","","154,088","","32,528","","16,572","","15,956","","168,992","","81,505","","87,487","","80,297","","32,265","","48,032",""
"2015100000","2015年度","02202","青森県 弘前市","","177,411","","81,367","","96,044","","19,410","","9,961","","9,449","","105,062","","50,315","","54,747","","51,830","","20,483","","31,347",""
"2015100000","2015年度","02203","青森県 八戸市","","231,257","","110,493","","120,764","","28,122","","14,433","","13,689","","136,712","","67,816","","68,896","","63,614","","26,596","","37,018",""
"2015100000","2015年度","02204","青森県 黒石市","","34,284","","15,834","","18,450","","3,864","","1,964","","1,900","","20,215","","9,824","","10,391","","10,178","","4,034","","6,144",""
"2015100000","2015年度","02205","青森県 五所川原市","","55,181","","24,979","","30,202","","6,007","","3,023","","2,984","","31,606","","14,938","","16,668","","17,433","","6,924","","10,509",""
"2015100000","2015年度","02206","青森県 十和田市","","63,429","","30,084","","33,345","","7,325","","3,776","","3,549","","37,028","","18,395","","18,633","","18,850","","7,826","","11,024",""
"2015100000","2015年度","02207","青森県 三沢市","","40,196","","19,852","","20,344","","5,791","","2,980","","2,811","","24,779","","12,915","","11,864","","9,478","","3,847","","5,631",""
"2015100000","2015年度","02208","青森県 むつ市","","58,493","","28,057","","30,436","","7,007","","3,562","","3,445","","33,885","","17,164","","16,721","","17,326","","7,165","","10,161",""
"2015100000","2015年度","02209","青森県 つがる市","","33,316","","15,547","","17,769","","3,474","","1,780","","1,694","","18,309","","9,174","","9,135","","11,507","","4,577","","6,930",""
"2015100000","2015年度","02210","青森県 平川市","","32,106","","14,876","","17,230","","3,634","","1,850","","1,784","","18,384","","9,012","","9,372","","10,085","","4,012","","6,073",""
"2015100000","2015年度","02301","青森県 平内町","","11,142","","5,275","","5,867","","1,072","","554","","518","","6,123","","3,076","","3,047","","3,946","","1,644","","2,302",""
"2015100000","2015年度","02303","青森県 今別町","","2,756","","1,293","","1,463","","139","","80","","59","","1,225","","640","","585","","1,392","","573","","819",""
"2015100000","2015年度","02304","青森県 蓬田村","","2,896","","1,368","","1,528","","291","","162","","129","","1,500","","741","","759","","1,080","","453","","627",""
"2015100000","2015年度","02307","青森県 外ヶ浜町","","6,198","","2,884","","3,314","","437","","244","","193","","2,927","","1,505","","1,422","","2,832","","1,133","","1,699",""
"2015100000","2015年度","02321","青森県 鰺ヶ沢町","","10,126","","4,580","","5,546","","851","","407","","444","","5,230","","2,538","","2,692","","4,021","","1,619","","2,402",""
"2015100000","2015年度","02323","青森県 深浦町","","8,429","","3,876","","4,553","","667","","326","","341","","3,986","","2,014","","1,972","","3,776","","1,536","","2,240",""
"2015100000","2015年度","02343","青森県 西目屋村","","1,415","","706","","709","","129","","67","","62","","750","","414","","336","","536","","225","","311",""
"2015100000","2015年度","02361","青森県 藤崎町","","15,179","","6,985","","8,194","","1,808","","930","","878","","8,739","","4,264","","4,475","","4,628","","1,787","","2,841",""
"2015100000","2015年度","02362","青森県 大鰐町","","9,676","","4,385","","5,291","","786","","403","","383","","5,133","","2,500","","2,633","","3,755","","1,481","","2,274",""
"2015100000","2015年度","02367","青森県 田舎館村","","7,783","","3,657","","4,126","","890","","445","","445","","4,393","","2,196","","2,197","","2,491","","1,010","","1,481",""
"2015100000","2015年度","02381","青森県 板柳町","","13,935","","6,347","","7,588","","1,492","","751","","741","","7,700","","3,708","","3,992","","4,741","","1,887","","2,854",""
"2015100000","2015年度","02384","青森県 鶴田町","","13,392","","6,235","","7,157","","1,508","","768","","740","","7,492","","3,722","","3,770","","4,392","","1,745","","2,647",""
"2015100000","2015年度","02387","青森県 中泊町","","11,187","","5,224","","5,963","","960","","502","","458","","5,921","","2,965","","2,956","","4,283","","1,746","","2,537",""
"2015100000","2015年度","02401","青森県 野辺地町","","13,524","","6,248","","7,276","","1,425","","701","","724","","7,513","","3,711","","3,802","","4,565","","1,817","","2,748",""
"2015100000","2015年度","02402","青森県 七戸町","","15,709","","7,433","","8,276","","1,604","","804","","800","","8,419","","4,301","","4,118","","5,684","","2,327","","3,357",""
"2015100000","2015年度","02405","青森県 六戸町","","10,423","","4,996","","5,427","","1,311","","669","","642","","5,790","","2,935","","2,855","","3,231","","1,340","","1,891",""
"2015100000","2015年度","02406","青森県 横浜町","","4,535","","2,200","","2,335","","446","","229","","217","","2,440","","1,320","","1,120","","1,649","","651","","998",""
"2015100000","2015年度","02408","青森県 東北町","","17,955","","8,506","","9,449","","2,008","","1,003","","1,005","","9,844","","5,036","","4,808","","6,050","","2,436","","3,614",""
"2015100000","2015年度","02411","青森県 六ヶ所村","","10,536","","5,816","","4,720","","1,291","","633","","658","","6,714","","4,039","","2,675","","2,427","","1,057","","1,370",""
"2015100000","2015年度","02412","青森県 おいらせ町","","24,222","","11,565","","12,657","","3,438","","1,758","","1,680","","14,755","","7,231","","7,524","","5,984","","2,550","","3,434",""
"2015100000","2015年度","02423","青森県 大間町","","5,227","","2,650","","2,577","","623","","331","","292","","3,007","","1,623","","1,384","","1,537","","657","","880",""
"2015100000","2015年度","02424","青森県 東通村","","6,607","","3,433","","3,174","","761","","391","","370","","3,802","","2,146","","1,656","","2,044","","896","","1,148",""
"2015100000","2015年度","02425","青森県 風間浦村","","1,976","","981","","995","","170","","85","","85","","1,032","","550","","482","","774","","346","","428",""
"2015100000","2015年度","02426","青森県 佐井村","","2,148","","1,056","","1,092","","191","","90","","101","","1,084","","601","","483","","872","","365","","507",""
"2015100000","2015年度","02441","青森県 三戸町","","10,135","","4,753","","5,382","","997","","506","","491","","5,332","","2,697","","2,635","","3,784","","1,535","","2,249",""
"2015100000","2015年度","02442","青森県 五戸町","","17,433","","8,286","","9,147","","1,689","","877","","812","","9,541","","4,811","","4,730","","6,191","","2,589","","3,602",""
"2015100000","2015年度","02443","青森県 田子町","","5,554","","2,599","","2,955","","516","","267","","249","","2,845","","1,426","","1,419","","2,192","","905","","1,287",""
"2015100000","2015年度","02445","青森県 南部町","","18,312","","8,524","","9,788","","1,869","","919","","950","","9,882","","4,919","","4,963","","6,557","","2,682","","3,875",""
"2015100000","2015年度","02446","青森県 階上町","","14,025","","6,984","","7,041","","1,471","","761","","710","","8,599","","4,480","","4,119","","3,802","","1,642","","2,160",""
"2015100000","2015年度","02450","青森県 新郷村","","2,509","","1,200","","1,309","","206","","97","","109","","1,177","","629","","548","","1,126","","474","","652",""
"2015100000","2015年度","03201","岩手県 盛岡市","","297,631","","141,089","","156,542","","36,828","","18,677","","18,151","","182,979","","89,600","","93,379","","73,729","","30,403","","43,326",""
"2015100000","2015年度","03202","岩手県 宮古市","","56,676","","27,868","","28,808","","6,060","","3,113","","2,947","","31,218","","16,535","","14,683","","19,167","","8,052","","11,115",""
"2015100000","2015年度","03203","岩手県 大船渡市","","38,058","","18,581","","19,477","","4,014","","2,078","","1,936","","20,921","","10,918","","10,003","","12,906","","5,404","","7,502",""
"2015100000","2015年度","03205","岩手県 花巻市","","97,702","","46,260","","51,442","","11,622","","5,965","","5,657","","54,618","","27,518","","27,100","","31,259","","12,658","","18,601",""
"2015100000","2015年度","03206","岩手県 北上市","","93,511","","46,250","","47,261","","12,780","","6,592","","6,188","","56,581","","29,486","","27,095","","23,546","","9,747","","13,799",""
"2015100000","2015年度","03207","岩手県 久慈市","","35,642","","17,027","","18,615","","4,505","","2,374","","2,131","","20,544","","10,237","","10,307","","10,527","","4,365","","6,162",""
